,GameId,Year,Round,Date,MaxTemp,MinTemp,Rainfall,Venue,StartTime,Attendance,HomeTeam,HomeTeamScoreQT,HomeTeamScoreHT,HomeTeamScore3QT,HomeTeamScoreFT,HomeTeamScore,AwayTeam,AwayTeamScoreQT,AwayTeamScoreHT,AwayTeamScore3QT,AwayTeamScoreFT,AwayTeamScore,longitude,latitude
629,2015R0109,2015,R1,6/4/2015,19.2,9.0,0.0,M.C.G.,3:20 pm,"73,584",Hawthorn,3.3,9.7,16.13,17.21,123,Geelong,4.3,5.3,6.6,8.13,61,144.983032,-37.818439
630,2015R0201,2015,R2,10/4/2015,24.1,19.1,12.4,Subiaco,6:10 pm,"34,588",West Coast,4.1,7.8,14.1,20.11,131,Carlton,6.1,6.1,7.6,9.8,62,115.82576,-31.94447
631,2015R0202,2015,R2,11/4/2015,24.9,9.3,0.0,M.C.G.,1:45 pm,"49,945",Richmond,2.3,3.6,6.8,9.12,66,Western Bulldogs,3.5,5.8,10.13,12.13,85,144.983032,-37.818439
632,2015R0203,2015,R2,11/4/2015,22.3,6.0,0.0,Manuka Oval,2:10 pm,"8,811",Greater Western Sydney,0.2,2.6,11.8,15.11,101,Melbourne,4.2,7.3,7.6,8.8,56,149.1367,-35.31863
633,2015R0204,2015,R2,11/4/2015,24.9,9.3,0.0,Docklands,4:35 pm,"33,771",Collingwood,0.2,2.4,3.7,9.9,63,Adelaide,3.6,7.11,11.15,12.18,90,144.94846,-37.81835
634,2015R0205,2015,R2,11/4/2015,26.8,19.4,0.0,Carrara,7:20 pm,"13,649",Gold Coast,3.5,4.6,5.13,10.16,76,St Kilda,4.3,12.5,13.8,16.8,104,153.35075,-28.00514
635,2015R0206,2015,R2,11/4/2015,23.3,9.2,0.0,Adelaide Oval,7:10 pm,"49,765",Port Adelaide,1.1,4.2,6.5,6.8,44,Sydney,3.1,7.4,11.6,14.8,92,138.54396,-34.9017
636,2015R0207,2015,R2,12/4/2015,18.9,12.7,,Kardinia Park,1:10 pm,"23,723",Geelong,2.2,6.2,8.4,9.6,60,Fremantle,3.3,7.8,14.9,15.14,104,117.797531,-22.69459
637,2015R0208,2015,R2,12/4/2015,19.3,12.7,0.0,M.C.G.,3:20 pm,"59,866",Essendon,2.2,7.3,9.4,12.6,78,Hawthorn,1.3,3.5,7.8,11.1,76,144.983032,-37.818439
638,2015R0209,2015,R2,12/4/2015,19.3,12.7,0.0,Docklands,4:40 pm,"22,275",North Melbourne,5.3,13.5,15.9,20.13,133,Brisbane Lions,3.2,4.5,5.8,7.9,51,144.94846,-37.81835
639,2015R0301,2015,R3,17/4/2015,16.5,8.9,,M.C.G.,7:50 pm,"45,197",Collingwood,6.2,12.6,16.1,21.14,140,St Kilda,6.3,7.4,8.6,10.6,66,144.983032,-37.818439
640,2015R0302,2015,R3,18/4/2015,21.8,12.4,7.0,M.C.G.,1:45 pm,"54,854",Carlton,2.4,5.7,7.12,11.18,84,Essendon,3.4,10.4,14.6,16.9,105,144.983032,-37.818439
641,2015R0303,2015,R3,18/4/2015,19.3,13.6,0.0,Adelaide Oval,1:40 pm,"43,713",Adelaide,3.1,5.3,9.4,12.8,80,Melbourne,3.4,4.6,6.9,7.13,55,138.54396,-34.9017
642,2015R0304,2015,R3,18/4/2015,29.4,20.2,1.0,S.C.G.,4:35 pm,"31,966",Sydney,4.3,10.6,14.12,16.15,111,Greater Western Sydney,1.6,3.13,7.15,12.18,90,149.11195,-35.24852
643,2015R0305,2015,R3,18/4/2015,21.8,12.4,7.0,Docklands,7:20 pm,"22,586",North Melbourne,2.0,5.4,11.7,16.9,105,Port Adelaide,3.3,8.6,12.9,17.11,113,144.94846,-37.81835
644,2015R0306,2015,R3,18/4/2015,27.7,18.6,3.4,Gabba,7:20 pm,"22,441",Brisbane Lions,3.1,4.5,6.7,8.1,58,Richmond,4.4,8.5,13.7,21.11,137,145.6925,-36.2155
645,2015R0307,2015,R3,19/4/2015,14.8,4.3,2.2,York Park,1:10 pm,"15,559",Hawthorn,2.3,11.6,14.7,19.13,127,Western Bulldogs,2.1,6.1,8.6,8.9,57,149.11195,-35.24852
646,2015R0308,2015,R3,19/4/2015,15.0,8.1,5.4,Kardinia Park,3:20 pm,"20,813",Geelong,5.3,7.6,13.8,16.9,105,Gold Coast,6.5,8.12,9.15,13.18,96,117.797531,-22.69459
647,2015R0309,2015,R3,19/4/2015,28.2,14.3,0.0,Subiaco,2:40 pm,"39,138",West Coast,0.4,3.5,6.7,12.9,81,Fremantle,9.2,14.5,16.7,17.9,111,115.82576,-31.94447
648,2015R0401,2015,R4,24/4/2015,21.1,12.7,0.0,M.C.G.,7:50 pm,"58,175",Richmond,3.5,5.9,6.13,6.15,51,Melbourne,4.2,6.5,10.9,12.11,83,144.983032,-37.818439
649,2015R0402,2015,R4,25/4/2015,,,,Wellington,1:10 pm,"12,125",St Kilda,5.3,8.6,10.8,12.9,81,Carlton,1.2,6.4,12.9,18.13,121,148.94482,-32.55599
650,2015R0403,2015,R4,25/4/2015,14.6,10.6,0.0,M.C.G.,2:40 pm,"88,395",Essendon,2.0,4.8,5.1,6.13,49,Collingwood,3.2,4.9,7.12,9.15,69,144.983032,-37.818439
651,2015R0404,2015,R4,25/4/2015,17.4,4.5,0.0,Manuka Oval,5:40 pm,"6,917",Greater Western Sydney,4.4,8.8,12.18,16.23,119,Gold Coast,1.2,4.6,5.8,7.11,53,149.1367,-35.31863
652,2015R0405,2015,R4,25/4/2015,16.8,8.7,13.2,Adelaide Oval,7:10 pm,"49,831",Port Adelaide,8.2,12.4,15.8,15.9,99,Hawthorn,1.2,3.7,8.9,13.13,91,138.54396,-34.9017
653,2015R0406,2015,R4,25/4/2015,23.2,11.9,0.0,Subiaco,6:45 pm,"39,009",Fremantle,4.2,9.3,9.4,11.8,74,Sydney,1.1,1.3,5.8,8.12,60,115.82576,-31.94447
654,2015R0407,2015,R4,26/4/2015,23.4,16.7,0.0,Gabba,1:10 pm,"16,632",Brisbane Lions,1.1,4.4,5.9,9.11,65,West Coast,5.3,8.8,12.11,17.16,118,145.6925,-36.2155
655,2015R0408,2015,R4,26/4/2015,15.9,9.5,,Kardinia Park,3:20 pm,"23,452",Geelong,4.3,4.6,6.8,9.13,67,North Melbourne,1.2,5.4,7.8,12.11,83,117.797531,-22.69459
656,2015R0409,2015,R4,26/4/2015,15.1,9.5,,Docklands,4:40 pm,"19,915",Western Bulldogs,6.5,10.9,16.14,18.17,125,Adelaide,1.1,5.4,5.5,10.8,68,144.94846,-37.81835
657,2015R0501,2015,R5,1/5/2015,22.8,5.5,0.0,M.C.G.,7:50 pm,"71,759",Carlton,1.1,2.3,5.6,6.9,45,Collingwood,4.4,8.9,14.11,18.12,120,144.983032,-37.818439
658,2015R0502,2015,R5,2/5/2015,22.0,13.0,0.0,M.C.G.,1:45 pm,"45,228",Richmond,0.5,2.6,6.8,11.1,76,Geelong,2.2,7.4,9.9,12.13,85,144.983032,-37.818439
659,2015R0503,2015,R5,2/5/2015,23.6,16.3,9.0,S.C.G.,2:10 pm,"25,541",Sydney,2.5,4.9,8.1,10.13,73,Western Bulldogs,5.1,6.8,10.9,11.11,77,149.11195,-35.24852
660,2015R0504,2015,R5,2/5/2015,25.7,15.2,83.6,Carrara,4:35 pm,"12,464",Gold Coast,2.3,7.9,14.1,18.1,118,Brisbane Lions,2.3,3.5,7.8,7.12,54,153.35075,-28.00514
661,2015R0505,2015,R5,2/5/2015,22.0,13.0,0.0,Docklands,7:20 pm,"38,077",North Melbourne,3.1,4.3,7.8,10.1,70,Hawthorn,6.4,7.8,12.13,19.16,130,144.94846,-37.81835
662,2015R0506,2015,R5,2/5/2015,21.8,11.2,0.0,Subiaco,5:40 pm,"34,554",West Coast,4.2,9.4,12.1,18.12,120,Greater Western Sydney,3.4,3.4,4.8,4.9,33,115.82576,-31.94447
663,2015R0507,2015,R5,3/5/2015,18.8,7.1,0.0,M.C.G.,1:10 pm,"22,892",Melbourne,2.2,5.4,6.8,6.14,50,Fremantle,5.3,8.6,11.8,18.1,118,144.983032,-37.818439
664,2015R0508,2015,R5,3/5/2015,18.8,7.1,0.0,Docklands,3:20 pm,"29,869",St Kilda,2.6,6.7,10.1,11.14,80,Essendon,3.2,6.6,9.11,11.16,82,144.94846,-37.81835
665,2015R0509,2015,R5,3/5/2015,20.6,11.0,0.0,Adelaide Oval,4:10 pm,"49,617",Adelaide,2.3,4.8,9.11,13.13,91,Port Adelaide,5.1,8.1,12.6,18.7,115,138.54396,-34.9017
666,2015R0601,2015,R6,8/5/2015,16.7,9.3,0.2,M.C.G.,7:50 pm,"52,152",Collingwood,1.3,2.6,6.9,8.11,59,Geelong,7.1,11.4,12.8,15.1,100,144.983032,-37.818439
667,2015R0602,2015,R6,9/5/2015,15.5,11.3,0.0,Bellerive Oval,1:45 pm,"17,544",North Melbourne,3.2,6.8,13.1,16.13,109,Richmond,2.1,5.8,6.11,10.14,74,147.36785,-42.87477
668,2015R0603,2015,R6,9/5/2015,19.4,11.4,0.0,Docklands,2:10 pm,"29,619",Western Bulldogs,3.3,10.4,11.6,13.9,87,St Kilda,2.2,2.3,9.6,14.1,94,144.94846,-37.81835
669,2015R0604,2015,R6,9/5/2015,21.1,8.2,0.0,Sydney Showground,4:35 pm,"13,556",Greater Western Sydney,2.2,7.4,11.5,16.12,108,Hawthorn,4.5,6.6,12.9,14.14,98,151.18964,-33.70497
670,2015R0605,2015,R6,9/5/2015,23.7,14.0,0.0,Carrara,5:10 pm,"12,464",Gold Coast,3.3,4.4,6.9,11.12,78,Adelaide,5.2,9.4,14.7,18.11,119,153.35075,-28.00514
671,2015R0606,2015,R6,9/5/2015,19.4,11.4,0.0,M.C.G.,7:20 pm,"26,894",Melbourne,1.1,1.3,4.5,7.8,50,Sydney,4.3,7.7,11.9,12.16,88,144.983032,-37.818439
672,2015R0607,2015,R6,9/5/2015,23.4,7.9,0.0,Subiaco,6:10 pm,"37,535",Fremantle,4.3,9.4,12.6,12.8,80,Essendon,2.1,3.3,3.6,7.1,52,115.82576,-31.94447
673,2015R0608,2015,R6,10/5/2015,15.7,12.0,10.6,Docklands,3:20 pm,"20,273",Carlton,3.2,6.4,9.7,11.9,75,Brisbane Lions,3.1,5.4,10.9,12.12,84,144.94846,-37.81835
674,2015R0609,2015,R6,10/5/2015,18.1,14.6,2.0,Adelaide Oval,4:10 pm,"38,508",Port Adelaide,3.4,7.6,8.6,10.8,68,West Coast,3.4,4.7,8.11,11.12,78,138.54396,-34.9017
675,2015R0701,2015,R7,15/5/2015,13.9,10.4,2.0,Docklands,7:50 pm,"43,972",Essendon,5.0,6.3,8.1,12.1,82,North Melbourne,2.6,7.9,9.13,13.15,93,144.94846,-37.81835
676,2015R0702,2015,R7,16/5/2015,15.9,5.8,0.2,Adelaide Oval,1:15 pm,"43,532",Adelaide,3.3,9.3,15.6,18.11,119,St Kilda,3.3,5.8,7.12,10.13,73,138.54396,-34.9017
677,2015R0703,2015,R7,16/5/2015,18.0,10.4,0.0,M.C.G.,2:10 pm,"41,935",Hawthorn,6.2,10.6,18.8,24.11,155,Melbourne,2.0,3.3,4.6,7.8,50,144.983032,-37.818439
678,2015R0704,2015,R7,16/5/2015,18.0,10.4,0.0,Docklands,4:35 pm,"16,676",Carlton,2.0,4.1,8.2,9.3,57,Greater Western Sydney,4.4,8.1,16.15,19.21,135,144.94846,-37.81835
679,2015R0705,2015,R7,16/5/2015,19.8,12.8,0.8,Stadium Australia,7:20 pm,"28,063",Sydney,4.3,8.4,11.9,18.12,120,Geelong,4.4,9.7,10.1,11.11,77,153.091843,-30.324051
680,2015R0706,2015,R7,16/5/2015,15.8,12.6,4.0,Subiaco,5:40 pm,"26,964",West Coast,3.3,7.6,19.6,21.9,135,Gold Coast,1.1,1.2,2.6,6.7,43,115.82576,-31.94447
681,2015R0707,2015,R7,17/5/2015,20.0,5.8,0.0,Docklands,1:10 pm,"18,170",Western Bulldogs,1.0,4.3,8.4,14.4,88,Fremantle,5.3,7.6,11.8,15.11,101,144.94846,-37.81835
682,2015R0708,2015,R7,17/5/2015,20.0,5.8,0.0,M.C.G.,3:20 pm,"59,034",Richmond,1.2,9.5,12.6,16.9,105,Collingwood,4.4,7.5,12.7,15.1,100,144.983032,-37.818439
683,2015R0709,2015,R7,17/5/2015,23.0,14.9,1.0,Gabba,4:40 pm,"15,957",Brisbane Lions,1.2,7.6,11.8,15.12,102,Port Adelaide,2.3,3.9,6.13,8.17,65,145.6925,-36.2155
684,2015R0801,2015,R8,22/5/2015,15.0,8.7,0.4,Docklands,7:50 pm,"32,032",Geelong,6.1,11.5,18.6,22.8,140,Carlton,2.4,5.7,8.8,9.9,63,144.94846,-37.81835
685,2015R0802,2015,R8,23/5/2015,13.5,9.8,0.0,Docklands,1:45 pm,"23,598",St Kilda,1.2,6.4,10.5,12.6,78,West Coast,7.3,8.4,15.6,20.11,131,144.94846,-37.81835
686,2015R0803,2015,R8,23/5/2015,18.6,9.4,28.0,Sydney Showground,2:10 pm,"9,481",Greater Western Sydney,6.4,8.7,16.1,16.12,108,Adelaide,3.3,5.5,9.6,12.12,84,151.18964,-33.70497
687,2015R0804,2015,R8,23/5/2015,22.4,15.6,0.2,Carrara,4:35 pm,"16,440",Gold Coast,1.3,6.5,6.7,9.9,63,Collingwood,5.2,10.4,15.8,20.12,132,153.35075,-28.00514
688,2015R0805,2015,R8,23/5/2015,13.5,9.8,0.0,M.C.G.,7:20 pm,"63,319",Hawthorn,0.4,4.9,8.11,9.15,69,Sydney,5.1,7.4,8.7,11.7,73,144.983032,-37.818439
689,2015R0806,2015,R8,23/5/2015,22.2,6.6,0.0,Subiaco,5:40 pm,"35,836",Fremantle,5.3,9.8,13.11,17.13,115,North Melbourne,1.1,4.4,5.6,5.12,42,115.82576,-31.94447
690,2015R0807,2015,R8,24/5/2015,17.3,5.1,0.0,Docklands,1:10 pm,"36,857",Essendon,5.2,9.5,16.9,21.1,136,Brisbane Lions,5.3,8.6,10.6,12.6,78,144.94846,-37.81835
691,2015R0808,2015,R8,24/5/2015,17.3,5.1,0.0,M.C.G.,3:20 pm,"29,381",Melbourne,3.3,7.5,10.1,15.13,103,Western Bulldogs,2.3,3.9,8.9,9.1,64,144.983032,-37.818439
692,2015R0809,2015,R8,24/5/2015,17.1,5.7,0.0,Adelaide Oval,4:10 pm,"44,451",Port Adelaide,0.3,3.6,4.1,5.13,43,Richmond,3.4,7.5,7.5,11.1,76,138.54396,-34.9017
693,2015R0901,2015,R9,29/5/2015,21.1,15.7,0.4,S.C.G.,7:50 pm,"32,105",Sydney,5.2,9.4,15.8,19.8,122,Carlton,1.4,2.4,5.5,9.8,62,149.11195,-35.24852
694,2015R0902,2015,R9,30/5/2015,14.1,7.3,3.8,York Park,1:45 pm,"11,320",Hawthorn,3.0,6.4,12.7,14.9,93,Gold Coast,2.1,4.2,5.3,6.4,40,149.11195,-35.24852
695,2015R0903,2015,R9,30/5/2015,24.0,12.4,0.0,Traeger Park,1:40 pm,"4,866",Melbourne,3.2,6.2,7.3,8.6,54,Port Adelaide,1.2,8.4,12.6,18.7,115,144.85341,-37.71386
696,2015R0904,2015,R9,30/5/2015,17.0,9.0,0.0,Docklands,4:35 pm,"16,395",Western Bulldogs,8.1,10.5,13.12,16.17,113,Greater Western Sydney,2.0,5.0,7.0,11.2,68,144.94846,-37.81835
697,2015R0905,2015,R9,30/5/2015,17.0,9.0,0.0,M.C.G.,7:20 pm,"83,804",Richmond,3.2,5.6,7.1,10.12,72,Essendon,1.4,3.7,6.8,8.11,59,144.983032,-37.818439
698,2015R0906,2015,R9,30/5/2015,15.7,8.4,0.0,Adelaide Oval,7:10 pm,"45,518",Adelaide,3.4,4.9,7.12,7.15,57,Fremantle,3.1,4.3,9.4,10.8,68,138.54396,-34.9017
699,2015R0907,2015,R9,31/5/2015,26.1,16.1,0.0,Gabba,1:10 pm,"16,898",Brisbane Lions,7.1,8.2,11.6,13.8,86,St Kilda,2.3,9.6,12.9,16.12,108,145.6925,-36.2155
700,2015R0908,2015,R9,31/5/2015,17.2,9.6,0.0,M.C.G.,3:20 pm,"43,452",Collingwood,1.2,4.3,13.5,17.1,112,North Melbourne,4.4,10.6,10.9,14.11,95,144.983032,-37.818439
701,2015R0909,2015,R9,31/5/2015,22.4,5.2,0.0,Subiaco,2:40 pm,"37,676",West Coast,2.6,4.17,9.21,16.24,120,Geelong,3.1,5.2,9.3,10.4,64,115.82576,-31.94447
702,2015R1001,2015,R10,5/6/2015,23.4,9.2,0.0,Subiaco,6:10 pm,"38,019",Fremantle,3.1,5.2,8.5,10.1,70,Richmond,8.1,12.3,13.4,15.7,97,115.82576,-31.94447
703,2015R1002,2015,R10,6/6/2015,16.8,8.6,0.4,M.C.G.,1:40 pm,"32,035",Carlton,4.1,6.2,11.3,14.6,90,Adelaide,6.3,8.9,10.13,14.15,99,144.983032,-37.818439
704,2015R1003,2015,R10,6/6/2015,22.1,9.7,0.0,Carrara,4:35 pm,"13,068",Gold Coast,2.2,2.6,4.8,5.11,41,Sydney,5.5,9.8,10.11,13.15,93,153.35075,-28.00514
705,2015R1004,2015,R10,6/6/2015,16.8,8.6,0.4,Docklands,7:20 pm,"40,632",Essendon,0.5,0.6,3.9,7.11,53,Geelong,3.1,9.5,15.6,19.8,122,144.94846,-37.81835
706,2015R1005,2015,R10,6/6/2015,20.1,5.6,0.0,Adelaide Oval,7:10 pm,"40,907",Port Adelaide,5.1,9.3,10.4,16.4,100,Western Bulldogs,4.5,6.5,8.6,9.8,62,138.54396,-34.9017
707,2015R1006,2015,R10,7/6/2015,21.7,5.7,0.0,Sydney Showground,1:10 pm,"9,079",Greater Western Sydney,1.3,7.5,10.8,14.13,97,Brisbane Lions,2.1,4.3,6.6,10.7,67,151.18964,-33.70497
708,2015R1007,2015,R10,7/6/2015,19.8,10.7,0.2,Bellerive Oval,3:20 pm,"12,011",North Melbourne,4.4,5.4,9.6,13.7,85,West Coast,1.4,5.11,7.12,10.15,75,147.36785,-42.87477
709,2015R1008,2015,R10,7/6/2015,13.7,10.4,0.0,Docklands,4:40 pm,"33,886",St Kilda,2.3,3.5,7.8,10.9,69,Hawthorn,4.5,8.1,14.11,20.12,132,144.94846,-37.81835
710,2015R1009,2015,R10,8/6/2015,17.5,9.9,0.0,M.C.G.,3:20 pm,"66,120",Melbourne,3.1,9.1,13.4,13.7,85,Collingwood,7.1,11.3,15.4,17.8,110,144.983032,-37.818439
711,2015R1101,2015,R11,12/6/2015,17.9,3.4,0.0,Adelaide Oval,7:20 pm,"46,140",Port Adelaide,5.2,7.3,10.3,11.3,69,Geelong,5.1,8.4,12.7,14.8,92,138.54396,-34.9017
712,2015R1102,2015,R11,13/6/2015,20.4,15.9,2.0,Carrara,1:40 pm,"8,911",Gold Coast,2.0,3.1,5.2,7.4,46,Fremantle,1.3,3.7,5.11,6.17,53,153.35075,-28.00514
713,2015R1103,2015,R11,13/6/2015,17.8,8.3,0.0,Subiaco,2:35 pm,"37,306",West Coast,2.5,7.7,9.8,14.12,96,Essendon,2.0,3.2,5.7,6.1,46,115.82576,-31.94447
714,2015R1104,2015,R11,13/6/2015,17.9,3.4,0.0,Docklands,7:20 pm,"32,127",North Melbourne,3.4,4.6,8.11,10.15,75,Sydney,4.3,9.5,12.7,14.7,91,144.94846,-37.81835
715,2015R1105,2015,R11,14/6/2015,17.4,3.4,0.0,M.C.G.,1:10 pm,"43,390",Collingwood,4.3,8.6,10.1,18.11,119,Greater Western Sydney,2.3,5.9,7.11,11.11,77,144.983032,-37.818439
716,2015R1106,2015,R11,14/6/2015,17.4,3.4,0.0,Docklands,4:40 pm,"25,217",St Kilda,3.5,9.6,11.9,12.13,85,Melbourne,3.4,8.6,11.9,12.11,83,144.94846,-37.81835
717,2015R1201,2015,R12,18/6/2015,16.5,10.5,2.8,Adelaide Oval,7:20 pm,"49,108",Adelaide,4.1,7.2,11.7,12.13,85,Hawthorn,6.2,9.6,13.9,17.12,114,138.54396,-34.9017
718,2015R1202,2015,R12,19/6/2015,11.9,6.0,0.0,M.C.G.,7:50 pm,"45,178",Richmond,4.2,8.3,10.6,10.1,70,West Coast,4.3,7.6,12.8,13.12,90,144.983032,-37.818439
719,2015R1203,2015,R12,20/6/2015,11.8,2.8,0.0,M.C.G.,1:40 pm,"27,693",Carlton,4.2,10.3,15.7,17.8,110,Port Adelaide,4.3,9.5,11.8,16.1,106,144.983032,-37.818439
720,2015R1204,2015,R12,20/6/2015,16.3,6.9,0.2,Sydney Showground,4:35 pm,"7,824",Greater Western Sydney,1.4,4.8,8.12,8.13,61,North Melbourne,6.2,10.4,13.5,18.9,117,151.18964,-33.70497
721,2015R1205,2015,R12,20/6/2015,11.8,2.8,0.0,Docklands,7:20 pm,"21,129",Western Bulldogs,5.3,8.6,13.11,22.14,146,Brisbane Lions,2.1,5.3,8.5,11.8,74,144.94846,-37.81835
722,2015R1206,2015,R12,21/6/2015,12.4,3.2,0.2,Kardinia Park,3:20 pm,"28,007",Geelong,3.1,6.4,11.5,13.11,89,Melbourne,5.2,7.3,13.4,18.5,113,117.797531,-22.69459
723,2015R1301,2015,R13,25/6/2015,20.7,4.5,0.0,Subiaco,6:10 pm,"37,145",Fremantle,3.2,7.4,9.6,12.8,80,Collingwood,3.4,7.6,9.6,11.7,73,115.82576,-31.94447
724,2015R1302,2015,R13,26/6/2015,17.9,10.1,9.2,S.C.G.,7:50 pm,"37,579",Sydney,3.4,8.7,10.8,11.11,77,Richmond,2.4,3.5,10.1,14.11,95,149.11195,-35.24852
725,2015R1303,2015,R13,27/6/2015,14.2,4.4,0.0,M.C.G.,1:40 pm,"62,500",Hawthorn,2.4,5.8,11.14,16.18,114,Essendon,2.5,5.7,7.8,11.1,76,144.983032,-37.818439
726,2015R1304,2015,R13,27/6/2015,22.6,14.9,0.0,Gabba,4:35 pm,"18,146",Brisbane Lions,4.3,6.5,10.7,10.9,69,Adelaide,2.3,3.6,5.13,11.16,82,145.6925,-36.2155
727,2015R1305,2015,R13,27/6/2015,14.2,4.4,0.0,Docklands,7:20 pm,"26,511",St Kilda,1.5,3.7,5.9,7.14,56,Western Bulldogs,1.3,3.4,7.7,9.8,62,144.94846,-37.81835
728,2015R1306,2015,R13,28/6/2015,14.2,8.2,0.0,Docklands,3:20 pm,"30,207",Carlton,3.3,8.7,11.14,14.19,103,Gold Coast,5.5,6.7,8.9,9.15,69,144.94846,-37.81835
729,2015R1401,2015,R14,2/7/2015,17.2,6.1,0.0,S.C.G.,7:20 pm,"28,316",Sydney,4.1,8.5,12.7,14.1,94,Port Adelaide,4.1,6.6,8.7,12.12,84,149.11195,-35.24852
730,2015R1402,2015,R14,3/7/2015,10.9,3.5,4.2,M.C.G.,7:50 pm,"75,880",Collingwood,3.5,7.7,9.16,12.19,91,Hawthorn,4.2,8.5,12.7,15.11,101,144.983032,-37.818439
731,2015R1403,2015,R14,4/7/2015,9.9,7.0,1.6,M.C.G.,1:40 pm,"35,968",Richmond,1.4,3.7,5.12,10.18,78,Greater Western Sydney,2.3,4.6,8.9,10.9,69,144.983032,-37.818439
732,2015R1404,2015,R14,4/7/2015,21.7,12.0,0.0,Carrara,4:40 pm,"14,444",Gold Coast,2.3,5.5,11.9,19.11,125,North Melbourne,0.4,3.6,6.9,10.1,70,153.35075,-28.00514
733,2015R1405,2015,R14,4/7/2015,9.9,7.0,1.6,Docklands,7:30 pm,"31,445",Western Bulldogs,3.3,4.4,7.8,9.1,64,Carlton,1.1,4.7,4.11,7.11,53,144.94846,-37.81835
734,2015R1406,2015,R14,4/7/2015,31.4,17.9,0.0,Marrara Oval,7:10 pm,"11,873",Melbourne,2.4,5.5,8.6,9.6,60,West Coast,5.4,7.8,10.14,16.18,114,153.08751,-27.48927
735,2015R1407,2015,R14,5/7/2015,15.3,7.2,0.0,Docklands,1:10 pm,"38,020",Essendon,1.0,5.1,7.3,8.4,52,St Kilda,5.3,10.8,17.9,25.12,162,144.94846,-37.81835
736,2015R1408,2015,R14,5/7/2015,20.5,10.7,1.8,Subiaco,2:40 pm,"32,970",Fremantle,3.0,5.2,6.5,13.6,84,Brisbane Lions,3.2,5.2,6.2,7.6,48,115.82576,-31.94447
737,2015R1501,2015,R15,9/7/2015,18.5,10.2,0.0,Adelaide Oval,7:20 pm,"44,496",Port Adelaide,5.3,6.6,8.11,9.12,66,Collingwood,1.1,5.5,7.6,9.9,63,138.54396,-34.9017
738,2015R1502,2015,R15,10/7/2015,14.0,7.3,0.0,M.C.G.,7:50 pm,"52,564",Richmond,2.2,4.5,8.7,10.11,71,Carlton,1.4,2.7,4.9,5.11,41,144.983032,-37.818439
739,2015R1503,2015,R15,11/7/2015,13.4,9.8,0.6,M.C.G.,1:40 pm,"38,861",Essendon,1.3,3.4,9.7,10.9,69,Melbourne,1.3,3.9,4.13,7.18,60,144.983032,-37.818439
740,2015R1504,2015,R15,11/7/2015,27.1,19.1,0.4,Cazaly's Stadium,4:35 pm,"9,449",Western Bulldogs,1.1,3.3,4.9,14.11,95,Gold Coast,5.3,6.3,9.5,11.7,73,153.09184,-30.32405
741,2015R1505,2015,R15,11/7/2015,13.4,9.8,0.6,Docklands,7:20 pm,"31,270",North Melbourne,3.2,10.5,14.7,18.12,120,Geelong,3.3,4.8,7.11,11.13,79,144.94846,-37.81835
742,2015R1506,2015,R15,11/7/2015,16.7,2.6,0.2,Subiaco,5:40 pm,"38,133",West Coast,4.0,12.7,15.1,22.15,147,Adelaide,6.2,6.3,11.5,14.7,91,115.82576,-31.94447
743,2015R1507,2015,R15,12/7/2015,14.8,6.6,7.8,Sydney Showground,1:10 pm,"9,178",Greater Western Sydney,4.3,8.5,8.8,12.12,84,St Kilda,0.5,2.7,5.1,6.13,49,151.18964,-33.70497
744,2015R1508,2015,R15,12/7/2015,13.7,6.5,5.2,York Park,3:20 pm,"16,792",Hawthorn,4.3,7.6,13.8,17.13,115,Fremantle,1.2,1.4,3.7,6.7,43,149.11195,-35.24852
745,2015R1509,2015,R15,12/7/2015,18.3,12.2,0.6,Gabba,4:40 pm,"16,936",Brisbane Lions,2.3,3.3,7.5,7.7,49,Sydney,1.2,5.3,8.6,10.1,70,145.6925,-36.2155
746,2015R1601,2015,R16,17/7/2015,11.9,5.5,2.6,Docklands,7:50 pm,"31,025",North Melbourne,2.4,5.5,10.7,14.9,93,Essendon,1.5,6.7,7.1,9.14,68,144.94846,-37.81835
747,2015R1602,2015,R16,18/7/2015,11.4,7.0,3.6,Kardinia Park,1:45 pm,"25,041",Geelong,3.4,4.8,8.1,10.12,72,Western Bulldogs,2.2,3.4,6.1,9.1,64,117.797531,-22.69459
748,2015R1603,2015,R16,18/7/2015,19.3,4.9,0.0,Carrara,2:10 pm,"9,589",Gold Coast,4.1,7.4,8.4,12.7,79,Greater Western Sydney,6.4,7.9,8.15,13.16,94,153.35075,-28.00514
749,2015R1604,2015,R16,18/7/2015,11.5,5.9,0.8,Docklands,4:35 pm,"36,527",Collingwood,1.4,4.6,7.9,7.14,56,West Coast,2.6,4.1,7.16,11.21,87,144.94846,-37.81835
750,2015R1605,2015,R16,18/7/2015,14.8,4.7,3.4,Stadium Australia,7:20 pm,"37,369",Sydney,0.2,4.5,6.12,7.15,57,Hawthorn,6.1,9.5,16.7,23.8,146,153.091843,-30.324051
751,2015R1606,2015,R16,18/7/2015,20.5,12.6,0.8,Subiaco,5:40 pm,"33,581",Fremantle,6.2,8.6,11.8,13.17,95,Carlton,3.2,6.3,8.5,8.5,53,115.82576,-31.94447
752,2015R1607,2015,R16,19/7/2015,13.2,-1.5,0.0,M.C.G.,1:10 pm,"25,149",Melbourne,5.4,7.7,7.1,8.12,60,Brisbane Lions,1.2,1.5,3.8,4.12,36,144.983032,-37.818439
